iter	RMSE
234	29.71983826
235	29.71301245
236	29.70102527
237	29.68524725
238	29.67775439
239	29.66628497
240	29.6563809
241	29.64454649
242	29.63308513
243	29.61898936
244	29.60976757
245	29.60150524
246	29.58844659
247	29.57327565
248	29.56663883
249	29.55154025
250	29.54546628
251	29.53143223
252	29.51994109
253	29.50810772
254	29.49695269
255	29.48557612
256	29.47729271
257	29.47003341
258	29.46403118
259	29.45663278
260	29.44378236
261	29.42786049
262	29.41652701
263	29.40807558
264	29.39651019
265	29.38369315
266	29.37212283
267	29.36619213
268	29.35110292
269	29.33555734
270	29.32562887
271	29.31875968
272	29.3076218
273	29.2933023
274	29.27563051
275	29.26382198
276	29.25447215
277	29.23970492
278	29.23530686
279	29.22473759
280	29.21703381
281	29.20788532
282	29.19794141
283	29.18206317
284	29.17256867
285	29.16122431
286	29.14728336
287	29.14006752
288	29.13449532
289	29.12594475
290	29.11444361
291	29.10538435
292	29.09521167
293	29.08396087
294	29.07694204
295	29.07093643
296	29.06589243
297	29.0554865
298	29.03996495
299	29.02803095
300	29.01561761
301	29.00777366
302	28.99780951
303	28.9906431
304	28.97649013
305	28.96622836
306	28.95562666
307	28.94419435
308	28.93742951
309	28.92198155
310	28.90813243
311	28.89904538
312	28.88885634
313	28.88498327
314	28.87068687
315	28.86477066
316	28.85981575
317	28.84419742
318	28.8388054
319	28.82692787
320	28.81279856
321	28.80262785
322	28.78876548
323	28.77800558
324	28.76514976
325	28.74921451
326	28.73972273
327	28.73105558
328	28.71983988
329	28.71003399
330	28.69954979
331	28.68932625
332	28.68148455
333	28.6746216
334	28.667305
335	28.65979368
336	28.64538219
337	28.63480273
338	28.6272675
339	28.61824194
340	28.60832962
341	28.59788752
342	28.58900765
343	28.58215864
344	28.57375258
345	28.56557656
346	28.55525675
347	28.54502507
348	28.53382066
349	28.52103975
350	28.51046471
351	28.50000619
352	28.48971544
353	28.47696864
354	28.47263264
355	28.46296073
356	28.45626244
357	28.45040217
358	28.44189934
359	28.4290814
360	28.41812689
361	28.40794164
362	28.39797203
363	28.38565356
364	28.37325277
365	28.36509323
366	28.35959637
367	28.34288527
368	28.33988295
369	28.33043856
370	28.32128015
371	28.31505772
372	28.30750484
373	28.29539487
374	28.28639841
375	28.27420861
376	28.26155329
377	28.25172676
378	28.24280718
379	28.23386627
380	28.21988615
381	28.21054297
382	28.19998886
383	28.18748219
384	28.18028587
385	28.17053714
386	28.16363385
387	28.15530215
388	28.14736407
389	28.14028824
390	28.1329284
391	28.12488627
392	28.1212596
393	28.11507413
394	28.1080452
395	28.10101706
396	28.09086476
397	28.08211396
398	28.07840828
399	28.06704503
400	28.06227077
401	28.0548235
402	28.04359306
403	28.02273282
404	28.0150845
405	28.00708804
406	28.00000362
407	27.99495675
408	27.98568789
409	27.97627596
410	27.96942902
411	27.96042488
412	27.95226145
413	27.94323579
414	27.93799286
415	27.92911654
416	27.92093
417	27.91323335
418	27.90387322
419	27.89620233
420	27.89021163
421	27.88133554
422	27.87356375
423	27.86589354
424	27.85742861
425	27.85016658
426	27.84047884
427	27.82728369
428	27.82132384
429	27.81419136
430	27.80723313
431	27.79811272
432	27.78760318
433	27.77878438
434	27.7729893
435	27.76490788
436	27.75678474
437	27.75031024
438	27.74182164
439	27.72983078
440	27.72489342
441	27.71823128
442	27.70408144
443	27.70000537
444	27.69423539
445	27.68665603
446	27.67415353
447	27.6673385
448	27.65963188
449	27.64751994
450	27.64120909
451	27.63343738
452	27.62451825
453	27.61951191
454	27.61038266
455	27.60287639
456	27.59736165
457	27.58982218
458	27.58288667
459	27.57073992
460	27.56386815
461	27.55574936
462	27.54719445
463	27.5389243
464	27.52955898
465	27.52164796
466	27.51535303
467	27.50971283
468	27.50203488
469	27.48910885
470	27.47950675
471	27.46968309
472	27.46251463
473	27.45425344
474	27.44772733
475	27.4355868
476	27.42875593
477	27.41887233
478	27.41114191
479	27.40329118
480	27.39609088
481	27.39045563
482	27.38379042
483	27.37736859
484	27.36930907
485	27.3640471
486	27.35708409
487	27.35035157
488	27.34520724
489	27.3400472
490	27.33666876
491	27.32844984
492	27.31694497
493	27.30850832
494	27.2996083
495	27.28922791
496	27.27927921
497	27.26849083
498	27.26186821
499	27.25798997
500	27.24902586
501	27.23867826
502	27.23232162
503	27.22236789
504	27.21484047
505	27.2073153
506	27.20109744
507	27.19469493
508	27.18807569
509	27.17783124
510	27.1729848
511	27.16512424
512	27.15643309
513	27.14976369
514	27.13668681
515	27.12918748
516	27.12196375
517	27.11583821
518	27.1073362
519	27.10044874
520	27.09321403
521	27.08668998
522	27.07816053
523	27.07465269
524	27.06843758
525	27.06181779
526	27.05343442
527	27.04633451
528	27.03821111
529	27.03387112
530	27.02906184
531	27.02280614
532	27.0155215
533	27.00671721
534	27.00151101
535	26.99441533
536	26.99098024
537	26.98113524
538	26.97606606
539	26.97089688
540	26.96568705
541	26.96308676
542	26.95681557
543	26.95066849
544	26.94731187
545	26.93641462
546	26.92548329
547	26.91668156
548	26.90866893
549	26.90209501
550	26.89738366
551	26.89398621
552	26.88533885
553	26.8796596
554	26.87201349
555	26.8673494
556	26.86062094
557	26.85477759
558	26.84935622
559	26.84372023
560	26.83716106
561	26.83015876
562	26.82506441
563	26.81370909
564	26.80359737
565	26.79741845
566	26.79164162
567	26.78433474
568	26.77666179
569	26.77085565
570	26.76443421
571	26.75420961
572	26.74509336
573	26.73729911
574	26.72932995
575	26.72511661
576	26.716942
577	26.70798559
578	26.70244532
579	26.69601534
580	26.68939057
581	26.68004143
582	26.67413735
583	26.66685351
584	26.66133511
585	26.65504277
586	26.64907376
587	26.64151114
588	26.63731213
589	26.63095579
590	26.62267728
591	26.61794989
592	26.61136229
593	26.60541734
594	26.59799502
595	26.59118245
596	26.58294159
597	26.57802479
598	26.57371043
599	26.56612467
600	26.55951931
601	26.5509248
602	26.5431303
603	26.53632728
604	26.53089621
605	26.52266153
606	26.51610752
607	26.50935258
608	26.50488847
609	26.50000983
610	26.49649113
611	26.48669667
612	26.47916748
613	26.47322346
614	26.46511115
615	26.46019543
616	26.45441042
617	26.4511554
618	26.44498859
619	26.43594748
620	26.42859148
621	26.42417597
622	26.41663356
623	26.40828601
624	26.40329606
625	26.4003912
626	26.39433993
627	26.38860604
628	26.3826192
629	26.37644915
630	26.36888497
631	26.36302713
632	26.35878695
633	26.35226625
634	26.34360755
635	26.336699
636	26.33208456
637	26.32150014
638	26.31611938
639	26.31023903
640	26.30580702
641	26.29922245
642	26.29086401
643	26.28745774
644	26.27859404
645	26.27187243
646	26.26737394
647	26.26284912
648	26.25453817
649	26.24567889
650	26.24185003
651	26.2324832
652	26.22606304
653	26.22024728
654	26.21519559
655	26.20908009
656	26.20416394
657	26.19242147
658	26.18818301
659	26.18518059
660	26.18148972
661	26.17549641
662	26.16913917
663	26.16053646
664	26.1555888
665	26.14756897
666	26.14295075
667	26.13681612
668	26.13094003
669	26.12420992
670	26.12053001
671	26.11413887
672	26.10597938
673	26.0991316
674	26.09038016
675	26.08717464
676	26.07822304
677	26.07148164
678	26.06429172
679	26.05472755
680	26.04727988
681	26.04168907
682	26.03535913
683	26.02978936
684	26.02387965
685	26.01580255
686	26.01164081
687	26.00744947
688	25.99709731
689	25.98957368
690	25.98504075
691	25.97701745
692	25.97216261
693	25.96764411
694	25.96199419
695	25.95839676
696	25.95312884
697	25.94919076
698	25.94452629
699	25.93589941
700	25.93356165
701	25.92799749
702	25.92281175
703	25.91528734
704	25.91007551
705	25.90107902
706	25.89373701
707	25.88902455
708	25.88212182
709	25.87519402
710	25.86943374
711	25.86219687
712	25.85716434
713	25.85420927
714	25.84694629
715	25.83917972
716	25.83439705
717	25.82768202
718	25.82102325
719	25.81108051
720	25.80582203
721	25.79611671
722	25.78901867
723	25.78408973
724	25.7780923
725	25.76574226
726	25.75978908
727	25.75334035
728	25.74651284
729	25.74207952
730	25.73725382
731	25.73320137
732	25.72875472
733	25.72063719
734	25.71617252
735	25.71042299
736	25.70057735
737	25.69322356
738	25.68442782
739	25.67642813
740	25.67304081
741	25.66719559
742	25.66212374
743	25.65606278
744	25.65260173
745	25.64761733
746	25.63985034
747	25.63356127
748	25.62586326
749	25.61748538
750	25.61187649
751	25.60584528
752	25.60105509
753	25.59390976
754	25.59034519
755	25.58327838
756	25.57613854
757	25.56573955
758	25.56007778
759	25.55248736
760	25.5445641
761	25.53992817
762	25.53257887
763	25.52706647
764	25.5210641
765	25.5158039
766	25.50985177
767	25.50262765
768	25.49265003
769	25.48639272
770	25.47873395
771	25.47225594
772	25.4666584
773	25.46040085
774	25.4550614
775	25.452099
776	25.44292137
777	25.43976425
778	25.43104161
779	25.42580747
780	25.42194951
781	25.41702036
782	25.41241015
783	25.40433119
784	25.40136445
785	25.39867873
786	25.39046108
787	25.38436303
788	25.37854044
789	25.37412023
790	25.36974561
791	25.36393816
792	25.35994691
793	25.35391486
794	25.34704279
795	25.34097167
796	25.33591151
797	25.3220618
798	25.31708535
799	25.31256025
800	25.30721437
801	25.30060115
802	25.29370544
803	25.28819793
804	25.28105312
805	25.27301138
806	25.26347062
807	25.25978066
808	25.2537385
809	25.24935256
810	25.24340837
811	25.23496646
812	25.22859139
813	25.22689662
814	25.22214997
815	25.21592296
816	25.20953567
817	25.2012778
818	25.19658672
819	25.19194125
820	25.1877783
821	25.18349104
822	25.17678695
823	25.16969068
824	25.16601216
825	25.1615891
826	25.15614989
827	25.14903816
828	25.14386496
829	25.13581036
830	25.13370212
831	25.12642225
832	25.12377622
833	25.11891793
834	25.11091795
835	25.10809086
836	25.09793158
837	25.09401521
838	25.09149769
839	25.08777773
840	25.0838117
841	25.07658262
842	25.07094182
843	25.0671434
844	25.06089702
845	25.05370274
846	25.04718519
847	25.04302874
848	25.03384678
849	25.027199
850	25.02283791
851	25.01543087
852	25.00497149
853	24.99874748
854	24.99328825
855	24.98843972
856	24.98408476
857	24.98003653
858	24.97442242
859	24.96786857
860	24.96305224
861	24.9572546
862	24.95409389
863	24.95223855
864	24.94648124
865	24.9378768
866	24.9348017
867	24.92899647
868	24.92614403
869	24.92022217
870	24.91685172
871	24.91156812
872	24.90584213
873	24.8989858
874	24.89208674
875	24.88688806
876	24.88095555
877	24.87314606
878	24.86779913
879	24.8622846
880	24.85715353
881	24.85116364
882	24.84561632
883	24.83768348
884	24.8320115
885	24.82605829
886	24.82141322
887	24.81677631
888	24.81256343
889	24.80919251
890	24.80242622
891	24.7976926
892	24.79401835
893	24.78946002
894	24.78306155
895	24.77882533
896	24.7732321
897	24.76834875
898	24.76655187
899	24.76160743
900	24.75965755
901	24.75471612
902	24.74971151
903	24.74693773
904	24.74293687
905	24.73623961
906	24.73297765
907	24.72403531
908	24.71975632
909	24.71280661
910	24.70814612
911	24.69947047
912	24.69418792
913	24.68816687
914	24.68212129
915	24.67572517
916	24.66738071
917	24.66193554
918	24.65622142
919	24.65134127
920	24.64486177
921	24.63838827
922	24.63458872
923	24.63139697
924	24.62666836
925	24.6227891
926	24.61957007
927	24.6148444
928	24.61123165
929	24.60757512
930	24.60258797
931	24.59633828
932	24.59353323
933	24.58938553
934	24.58288359
935	24.57648153
936	24.57401227
937	24.56973233
938	24.56302602
939	24.55681133
940	24.55122611
941	24.54517547
942	24.53989407
943	24.53423935
944	24.53205819
945	24.52873593
946	24.52381243
947	24.51932897
948	24.51407909
949	24.50907024
950	24.50530927
951	24.49853946
952	24.49003051
953	24.4824644
954	24.47763628
955	24.47319652
956	24.46830021
957	24.4623302
958	24.45753296
959	24.45183756
960	24.44715121
961	24.44143956
962	24.43728467
963	24.43112822
964	24.4241453
965	24.41710069
966	24.41202495
967	24.40672773
968	24.40313717
969	24.39870712
970	24.39016798
971	24.38609056
972	24.37987985
973	24.37416196
974	24.37047855
975	24.36736602
976	24.36486863
977	24.35990835
978	24.35531672
979	24.34958143
980	24.34379
981	24.33977901
982	24.33274106
983	24.3270876
984	24.32300406
985	24.31884075
986	24.310714
987	24.30537189
988	24.30134067
989	24.296149
990	24.29070272
991	24.28700118
992	24.27767822
993	24.2740821
994	24.2700235
995	24.26526418
996	24.25949871
997	24.25438134
998	24.25122904
999	24.24512588
